ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spend,Total_Purchases,Total_Campaigns_Accepted,Total_Children,Avg_Spend_Per_Purchase,Education_Encoded,Marital_Divorced,Marital_Married,Marital_Single,Marital_Together,Marital_Widow,Cluster
9579,1959,PhD,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,55,357,106,9,0,3,11.777777777777779,4,False,True,False,False,False,0
7660,1973,PhD,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,41,41,49,6,2,2,8.166666666666666,4,False,False,True,False,False,0
1461,1965,PhD,36921.0,1,1,2013-07-28,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,49,336,38,7,0,2,5.428571428571429,4,True,False,False,False,False,0
821,1992,Master,92859.0,0,0,2012-10-19,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,22,618,2077,22,0,0,94.4090909090909,3,False,False,True,False,False,2
11084,1976,Master,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,38,227,1053,17,1,1,61.94117647058823,3,False,False,False,True,False,1
8690,1962,Graduation,86111.0,0,0,2013-04-19,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,52,436,1385,23,0,0,60.21739130434783,2,False,True,False,False,False,2
2937,1974,PhD,68352.0,0,1,2013-08-28,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,40,305,871,25,0,1,34.84,4,False,False,True,False,False,1
9701,1988,Graduation,41883.0,1,0,2013-03-19,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,26,467,312,12,0,1,26.0,2,False,False,False,True,False,0
9949,1976,Graduation,59809.0,0,2,2012-10-18,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,38,619,877,15,0,2,58.46666666666667,2,False,True,False,False,False,1
10837,1975,Graduation,23957.0,1,0,2012-10-28,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,39,609,68,6,1,1,11.333333333333334,2,False,True,False,False,False,0
3120,1981,Graduation,38547.0,1,0,2013-08-28,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,33,305,22,4,0,1,5.5,2,False,False,False,True,False,0
5885,1973,2n Cycle,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,41,676,211,16,0,3,13.1875,1,False,True,False,False,False,0
4050,1966,Master,49605.0,0,0,2014-06-21,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,48,8,127,8,0,0,15.875,3,False,True,False,False,False,0
3830,1953,Master,59354.0,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,61,66,459,16,0,2,28.6875,3,False,True,False,False,False,1
7987,1969,Graduation,65747.0,0,1,2014-03-07,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,45,114,460,19,1,1,24.210526315789473,2,False,True,False,False,False,1
7798,1972,2n Cycle,46344.0,0,1,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,42,562,429,17,0,1,25.235294117647058,1,False,False,False,True,False,1
92,1988,Graduation,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,26,48,89,11,0,1,8.090909090909092,2,False,False,True,False,False,0
7055,1952,PhD,61010.0,0,1,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,62,628,1021,26,0,1,39.26923076923077,4,False,False,False,True,False,1
10240,1949,Graduation,69372.0,0,0,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,65,495,1381,21,3,0,65.76190476190476,2,False,False,False,True,False,3
3025,1958,Graduation,49967.0,0,1,2013-07-08,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,56,356,306,15,0,1,20.4,2,False,False,True,False,False,1
9283,1978,Graduation,60199.0,1,2,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,36,290,18,4,0,3,4.5,2,False,False,True,False,False,0
9970,1977,Graduation,55375.0,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,37,255,162,9,0,1,18.0,2,False,False,False,True,False,0
2730,1955,Graduation,80317.0,0,0,2013-08-20,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,59,313,1231,18,0,0,68.38888888888889,2,False,False,True,False,False,2
2795,1958,Master,30523.0,2,1,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,56,363,13,4,0,3,3.25,3,False,False,True,False,False,0
9260,1945,PhD,70356.0,0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,69,601,1706,27,0,0,63.18518518518518,4,False,True,False,False,False,2
8182,1984,Graduation,23228.0,1,0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,30,175,121,11,0,1,11.0,2,False,True,False,False,False,0
10095,1975,PhD,74165.0,0,0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,39,424,1293,20,0,0,64.65,4,True,False,False,False,False,2
8475,1973,PhD,157243.0,0,1,2014-03-01,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,41,120,1608,37,0,1,43.45945945945946,4,False,True,False,False,False,2
4370,1966,Graduation,43482.0,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,48,228,88,9,0,3,9.777777777777779,2,False,False,False,True,False,0
10573,1953,Graduation,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,61,223,421,18,1,0,23.38888888888889,2,True,False,False,False,False,2
3712,1959,Graduation,52332.0,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,55,305,259,12,1,0,21.583333333333332,2,True,False,False,False,False,0
6637,1988,Graduation,66951.0,0,0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,26,239,1117,15,0,0,74.46666666666667,2,False,False,True,False,False,2
3152,1957,Graduation,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,57,124,89,9,0,2,9.88888888888889,2,False,False,False,True,False,0
5610,1965,Graduation,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,49,69,36,6,0,2,6.0,2,False,False,False,True,False,0
6460,1982,Graduation,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,32,351,57,7,0,1,8.142857142857142,2,False,True,False,False,False,0
1349,1970,Graduation,50447.0,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,44,69,148,8,0,2,18.5,2,False,True,False,False,False,0
1880,1959,PhD,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,55,150,93,8,0,2,11.625,4,False,False,False,True,False,0
641,1967,Graduation,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,47,86,119,7,1,1,17.0,2,False,False,True,False,False,0
8717,1975,PhD,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,39,655,1835,28,0,1,65.53571428571429,4,False,True,False,False,False,2
10314,1948,PhD,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,66,560,1318,25,3,0,52.72,4,False,True,False,False,False,3
10854,1970,PhD,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,44,37,45,7,0,2,6.428571428571429,4,False,True,False,False,False,0
10492,1959,Graduation,38285.0,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,55,5,10,4,0,3,2.5,2,False,False,False,True,False,0
6935,1951,2n Cycle,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,63,210,978,25,1,0,39.12,1,False,True,False,False,False,2
7698,1976,PhD,51650.0,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,38,49,191,10,0,1,19.1,4,False,True,False,False,False,0
3559,1988,2n Cycle,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,26,50,57,9,0,1,6.333333333333333,1,False,True,False,False,False,0
10562,1946,Master,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,68,274,1033,24,0,0,43.041666666666664,3,False,True,False,False,False,2
10796,1984,Master,30477.0,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,30,158,66,6,0,1,11.0,3,False,True,False,False,False,0
2563,1961,Basic,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,53,14,43,6,0,0,7.166666666666667,0,False,True,False,False,False,0
3518,1983,Graduation,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,31,571,50,5,0,1,10.0,2,False,True,False,False,False,0
5823,1970,PhD,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,44,113,39,7,0,1,5.571428571428571,4,False,False,True,False,False,0
3934,1966,Graduation,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,48,331,608,18,0,1,33.77777777777778,2,False,True,False,False,False,1
6982,1976,Graduation,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,38,467,1581,24,0,0,65.875,2,False,True,False,False,False,2
6431,1964,PhD,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,50,491,68,7,0,2,9.714285714285714,4,False,True,False,False,False,0
9733,1978,Basic,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,36,658,80,5,1,1,16.0,0,False,False,False,True,False,0
5602,1989,PhD,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,25,408,1282,28,0,0,45.785714285714285,4,False,False,False,True,False,2
1324,1988,Graduation,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,26,395,91,8,0,1,11.375,2,False,True,False,False,False,0
326,1973,Graduation,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,41,496,315,16,0,2,19.6875,2,False,True,False,False,False,1
7224,1977,Graduation,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,37,182,31,6,0,2,5.166666666666667,2,False,True,False,False,False,0
6999,1980,Master,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,34,47,834,23,0,0,36.26086956521739,3,False,True,False,False,False,2
9938,1954,Graduation,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,60,283,1600,17,1,0,94.11764705882354,2,False,True,False,False,False,2
6422,1954,Graduation,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,60,528,1270,17,0,0,74.70588235294117,2,False,True,False,False,False,2
3182,1973,PhD,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,41,90,263,15,2,2,17.533333333333335,4,False,False,True,False,False,1
7300,1952,Graduation,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,62,0,535,19,1,1,28.157894736842106,2,True,False,False,False,False,1
10424,1968,Graduation,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,46,202,1295,18,0,0,71.94444444444444,2,False,False,True,False,False,2
8727,1978,Graduation,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,36,258,1150,29,0,1,39.6551724137931,2,True,False,False,False,False,1
2798,1977,PhD,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,37,604,1240,26,4,0,47.69230769230769,4,False,False,False,True,False,3
1030,1965,PhD,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,49,347,38,6,0,2,6.333333333333333,4,False,False,True,False,False,0
624,1984,Master,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,30,596,35,4,2,0,8.75,3,False,False,True,False,False,0
5176,1988,Graduation,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,26,203,53,5,1,1,10.6,2,False,False,False,True,False,0
5552,1963,Master,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,51,412,293,17,0,2,17.235294117647058,3,True,False,False,False,False,1
868,1966,Graduation,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,48,21,65,6,0,1,10.833333333333334,2,False,True,False,False,False,0
380,1954,Graduation,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,60,657,1804,29,2,1,62.206896551724135,2,True,False,False,False,False,1
2677,1956,Graduation,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,58,455,241,15,0,1,16.066666666666666,2,False,False,False,True,False,1
6521,1954,Graduation,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,60,103,1101,20,0,0,55.05,2,False,False,False,True,False,2
6927,1968,PhD,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,46,632,264,19,0,2,13.894736842105264,4,False,True,False,False,False,1
2877,1974,Master,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,40,524,541,26,0,2,20.807692307692307,3,False,False,False,True,False,1
0,1985,Graduation,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,29,421,1198,17,0,0,70.47058823529412,2,False,True,False,False,False,2
1584,1977,Graduation,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,37,89,482,20,0,1,24.1,2,False,True,False,False,False,1
7264,1978,2n Cycle,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,36,48,17,4,0,3,4.25,1,False,False,True,False,False,0
6274,1948,Master,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,66,226,1615,25,2,0,64.6,3,False,True,False,False,False,3
1377,1954,Master,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,60,302,285,12,0,1,23.75,3,False,False,False,False,True,0
454,1980,Graduation,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,34,592,1135,28,0,1,40.535714285714285,2,False,False,False,True,False,1
1755,1988,2n Cycle,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,26,79,114,7,0,1,16.285714285714285,1,False,False,False,True,False,0
2075,1969,Graduation,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,45,227,1047,16,0,0,65.4375,2,False,True,False,False,False,2
4785,1970,PhD,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,44,76,714,22,0,2,32.45454545454545,4,False,False,False,True,False,1
9076,1980,PhD,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,34,540,185,13,0,1,14.23076923076923,4,False,True,False,False,False,0
7079,1962,Graduation,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,52,659,1245,32,0,1,38.90625,2,True,False,False,False,False,1
4653,1978,Graduation,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,36,460,189,12,0,1,15.75,2,False,False,False,True,False,0
7375,1976,Graduation,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,38,612,576,16,0,1,36.0,2,False,False,False,True,False,1
709,1952,Graduation,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,62,567,1103,18,0,1,61.27777777777778,2,True,False,False,False,False,1
460,1972,PhD,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,42,690,1753,17,0,0,103.11764705882354,4,False,True,False,False,False,2
3726,1986,PhD,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,28,133,17,4,0,1,4.25,4,False,False,False,True,False,0
6798,1966,Graduation,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,48,466,433,23,1,2,18.82608695652174,2,False,False,True,False,False,1
5341,1962,2n Cycle,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,52,540,1588,14,1,1,113.42857142857143,1,True,False,False,False,False,2
1606,1971,Graduation,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,43,410,22,4,0,1,5.5,2,False,False,False,True,False,0
9617,1951,Graduation,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,63,74,19,5,0,0,3.8,2,False,False,True,False,False,0
3233,1965,PhD,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,49,463,1117,29,0,1,38.51724137931034,4,False,True,False,False,False,1
89,1975,2n Cycle,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,39,202,69,8,0,1,8.625,1,False,True,False,False,False,0
2936,1982,Master,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,207,23,5,0,1,4.6,3,False,False,False,True,False,0
9449,1958,PhD,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,56,268,605,19,0,1,31.842105263157894,4,False,False,True,False,False,1
7297,1973,Graduation,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,41,185,57,11,0,1,5.181818181818182,2,False,False,True,False,False,0
313,1968,Graduation,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,46,244,2088,22,1,0,94.9090909090909,2,False,False,False,False,True,2
9940,1958,Graduation,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,56,553,1009,16,0,1,63.0625,2,False,False,False,True,False,2
10735,1971,Graduation,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,333,26,5,0,1,5.2,2,False,False,True,False,False,0
9529,1990,Graduation,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,24,213,1627,22,2,0,73.95454545454545,2,False,True,False,False,False,3
6439,1958,Graduation,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,56,681,1102,31,0,1,35.54838709677419,2,False,True,False,False,False,1
7411,1964,PhD,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,50,24,17,6,0,2,2.8333333333333335,4,False,True,False,False,False,0
2176,1972,Graduation,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,42,405,1690,16,4,1,105.625,2,False,True,False,False,False,3
9265,1953,Graduation,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,61,536,1390,21,0,1,66.19047619047619,2,False,True,False,False,False,1
8867,1988,PhD,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,667,2126,20,0,0,106.3,4,False,True,False,False,False,2
8932,1969,Master,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,45,608,1531,25,0,1,61.24,3,False,False,False,True,False,2
10236,1975,Master,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,39,286,64,7,0,1,9.142857142857142,3,False,False,True,False,False,0
6340,1985,Graduation,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,29,245,26,6,0,1,4.333333333333333,2,False,False,True,False,False,0
10089,1974,Graduation,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,40,450,1112,29,5,0,38.3448275862069,2,True,False,False,False,False,3
2227,1958,2n Cycle,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,645,210,11,0,0,19.09090909090909,1,False,False,False,True,False,0
10992,1967,Graduation,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,47,669,1148,26,0,2,44.15384615384615,2,False,False,False,True,False,1
5304,1974,PhD,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,40,624,33,6,0,1,5.5,4,False,False,True,False,False,0
309,1961,PhD,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,53,621,1101,19,1,1,57.94736842105263,4,False,False,False,True,False,1
3406,1964,Graduation,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,50,615,322,16,0,1,20.125,2,False,False,True,False,False,1
2661,1964,Graduation,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,390,44,10,0,2,4.4,2,False,False,True,False,False,0
3153,1957,PhD,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,57,203,17,4,0,3,4.25,4,False,False,True,False,False,0
10264,1979,Graduation,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,627,31,6,2,1,5.166666666666667,2,True,False,False,False,False,0
1184,1968,PhD,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,46,403,845,25,0,2,33.8,4,True,False,False,False,False,1
4200,1970,Master,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,44,12,275,15,0,1,18.333333333333332,3,False,True,False,False,False,0
9396,1978,PhD,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,36,583,25,4,0,1,6.25,4,False,True,False,False,False,0
2387,1952,Master,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,62,511,275,17,1,2,16.176470588235293,3,False,False,False,True,False,1
6690,1966,Master,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,48,472,90,11,0,2,8.181818181818182,3,False,True,False,False,False,0
1225,1963,Graduation,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,3,1495,19,1,0,78.6842105263158,2,False,True,False,False,False,2
9703,1970,PhD,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,44,622,184,11,2,2,16.727272727272727,4,False,True,False,False,False,0
291,1970,Graduation,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,44,375,981,13,0,0,75.46153846153847,2,False,True,False,False,False,2
4557,1970,Graduation,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,44,268,67,8,0,1,8.375,2,False,False,False,True,False,0
2379,1953,Graduation,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,61,645,1635,14,1,0,116.78571428571429,2,False,False,True,False,False,2
5726,1983,Master,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,31,101,60,10,0,1,6.0,3,False,False,True,False,False,0
3066,1975,PhD,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,39,145,231,12,0,1,19.25,4,False,False,False,True,False,0
6336,1960,Graduation,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,54,84,48,10,0,2,4.8,2,False,True,False,False,False,0
10967,1963,Graduation,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,51,508,99,9,0,2,11.0,2,True,False,False,False,False,0
2304,1963,PhD,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,51,286,770,23,0,1,33.47826086956522,4,False,False,False,True,False,1
3445,1956,Graduation,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,58,528,957,23,1,0,41.608695652173914,2,False,False,True,False,False,2
7828,1981,Master,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,33,60,818,12,0,0,68.16666666666667,3,False,False,False,True,False,2
3762,1986,PhD,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,28,453,925,17,2,0,54.411764705882355,4,False,False,True,False,False,3
